Any / Año;Codi_província / Código_provincia;Província / Provincia;Codi_municipi / Código_municipio;Municipi / Municipio;Registre / Registro;Centre / Centro;Codi_tipus_centre / Código_tipo_centro;Tipus_centre / Tipo_centro;Codi_dependència_funcional / Código_dependéncia_funcional;Dependència_funcional / Dependencia_funcional;Codi_règim / Código_régimen;Règim /Régimen;Adreça / Dirección
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;10603;MUTUALIDAD GENERAL JUDICIAL;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;3;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS DE DEPENDENCIA ESTATAL;PUB;PÚBLICO;PRAJE BULEVARD VICENTE BLASCO IBAÑEZ 10
2021;46;VALENCIA;250;VALÈNCIA;10604;CLÍNICA DENTAL MERCADO DE JESÚS;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE BEATO NICOLAS FACTOR 6 BAJO IZQ.
2021;46;VALENCIA;220;ALFAFAR;10605;POLICENTRO SAN LÁZARO;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA TORRENTE  1 BAJO
2021;46;VALENCIA;250;VALÈNCIA;10606;CLÍNICA DENTAL DR. LORENZO;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE PERIODISTA LLORENTE  15 BAJO
2021;46;VALENCIA;250;VALÈNCIA;10607;CLÍNICA DENTAL JAVIER AMIGÓ BARDAJÍ;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE ANTONIO SUAREZ 22 B
2021;46;VALENCIA;250;VALÈNCIA;10608;MARTÍ BOWEN CLÍNICA DENTAL;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA CARDENAL BENLLOCH  20 BAJO-IQDA
2021;46;VALENCIA;169;MISLATA;10609;CONSULTA MÉDICA MEDICINA GENERAL HERNÁNDEZ ROYO;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE MAYOR 46 9
2021;46;VALENCIA;250;VALÈNCIA;10610;CLÍNICA CUBELLS;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE XILE 6 BAJOS
2021;46;VALENCIA;250;VALÈNCIA;10611;CENTRO MÉDICO TERAPÉUTICO GOMAR;C.2.4;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE CUENCA  52 BJ IZDA
2021;12;CASTELLÓN;900;ALMAZORA/ALMASSORA;10612;CLÍNICA FISIOTERAPIA SANTÍSIMO CRISTO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE SANTO CRISTO  7 B - BAJO
2021;46;VALENCIA;250;VALÈNCIA;10613;CENTRO DE DESINTOXICACIÓN (HOSPITAL ARNAU DE VILANOVA);C.2.5.90;OTROS CENTROS ESPECIALIZADOS;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE SAN CLEMENTE 12 8ª
2021;46;VALENCIA;250;VALÈNCIA;10614;MUTUALIDAD GENERAL JUDICIAL CONSULTA MÉDICA;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;3;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS DE DEPENDENCIA ESTATAL;PUB;PÚBLICO;AVDA PROFESSOR LOPEZ PIÑERO (HISTORIADOR DE MEDICINA) 14
2021;46;VALENCIA;250;VALÈNCIA;10615;CENTRO PODOLÓGICO - VALENCIA BENIMACLET;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE BARON DE SAN PETRILLO 32
2021;3 ;ALICANTE;110;ALFAS DEL PI (L');10616;CENTRO QUIROPRÁCTICO NILSSON, ALFAZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;PLAZA BALDUINO I DE BELGICA 1
2021;46;VALENCIA;250;VALÈNCIA;10617;CLÍNICA DENTAL PRADENTIS;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA PERIS Y VALERO 107 BAJO
2021;46;VALENCIA;214;RIBA-ROJA DE TURIA;10618;CLÍNICA DENTAL DR. LERMA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CTRA VILLAMARCHANTE 73 1
2021;46;VALENCIA;173;MONTAVERNER;10619;CLÍNICA DENTAL MONTAVERNER SRL;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE NOU  13 9
2021;46;VALENCIA;250;VALÈNCIA;10620;XIMER FISIOTERAPEUTES;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE HIERROS 35 B
2021;46;VALENCIA;250;VALÈNCIA;10621;CLÍNICA ARTS DENTALS VALENCIA, S.L.;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA PRIMADO REIG  137 BAJO
2021;46;VALENCIA;250;VALÈNCIA;10622;CLÍNICA DENTAL SAGUNTO;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE SAGUNTO 162 1A
2021;12;CASTELLÓN;640;FUENTES DE AYODAR;10623;CONSULTORIO AUXILIAR DE FUENTES DE AYÓDAR;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE CARRETERA  SN
2021;12;CASTELLÓN;920;PUEBLA DE ARENOSO;10624;CONSULTORIO AUXILIAR DE PUEBLA DE ARENOSO;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;AVDA SAN MIGUEL 1
2021;12;CASTELLÓN;135;VILA-REAL;10625;CENTRO DE SALUD DE VILA-REAL I BOVILA;C.2.3.1;CENTROS DE SALUD;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE VILANOVA I LA GELTRU  S/N
2021;46;VALENCIA;194;PICASSENT;10627;DERMAPICASSENT;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;PLAZA AUSIAS MARCH  1 1
2021;12;CASTELLÓN;170;AYODAR;10628;CONSULTORIO AUXILIAR DE AYÓDAR;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;PLAZA MAYOR  1
2021;12;CASTELLÓN;135;VILA-REAL;10629;UNIDAD DE SALUD SEXUAL Y REPRODUCTIVA DE VILA-REAL;C.2.5.90;OTROS CENTROS ESPECIALIZADOS;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE ILLES COLUMBRETES  S/N
2021;46;VALENCIA;830;CARCAIXENT;10630;CLÍNICA DE PEDIATRÍA DRA. MARTA REVERT GOMAR;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE CERVANTES, DE  13
2021;12;CASTELLÓN;900;ALMAZORA/ALMASSORA;10631;UNIDAD DE ODONTOLOGÍA PREVENTIVA DE ALMASSORA;C.2.5.1;CLÍNICAS DENTALES;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE SAN PEDRO S/N
2021;12;CASTELLÓN;290;BENLLOCH;10632;CENTRO DE SALUD DE BENLLOCH;C.2.3.1;CENTROS DE SALUD;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE DE LA LLIBERTAT  S/N
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;10633;CENTRO DE ESPECIALIDADES DE CASTELLÓ DE LA PLANA JAUME I;C.2.4.2;CENTROS DE ESPECIALIDADES;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE TRULLOLS  3
2021;46;VALENCIA;250;VALÈNCIA;8396;CLÍNICAS VIVANTA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE CALLOSA D'EN SARRIA  9 BAJO
2021;46;VALENCIA;210;ALDAIA;8397;CLÍNICA DENTAL PIERA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE REY DON JAIME  2 BAJO
2021;46;VALENCIA;165;MASSANASSA;8401;CLÍNICA CARDIOLÓGICA;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE ACEQUIA FAVARA 28 BAJO
2021;46;VALENCIA;199;POBLA DE FARNALS (LA);8402;DENTAL QUINTET S.L.;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE JOSEP RENAU I BERENGUER  5
2021;3 ;ALICANTE;133;TORREVIEJA;8403;CLINICA RIVERA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA DIEGO RAMIREZ PASTOR  86 BJ - IZDA
2021;46;VALENCIA;250;VALÈNCIA;8404;CONSULTA MEDICA DR. SANCHEZ;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;GV GERMANIAS  36 3
2021;3 ;ALICANTE;150;ALMORADI;8405;LABORATORIO ANÁLISIS CLÍNICOS QUILES MARTÍNEZ C.B.;C.2.5.6;CENTROS DE DIAGNÓSTICO;20;PRIVADOS;PRI;PRIVADO;CALLE DONADORES 14
2021;46;VALENCIA;170;ALZIRA;8406;DENT AMB DENT;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE ANTONIA CERDA  1 BJ-DRCHA
2021;46;VALENCIA;116;ELIANA (L');8407;CLÍNICA LASER L'ELIANA;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE OLOCAU  6 BJ
2021;3 ;ALICANTE;650;ELCHE/ELX;8408;AFFIDEA CLÍNICA TESLA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE ALMASSERA  3 BAJO
2021;46;VALENCIA;250;VALÈNCIA;8409;CLÍNICA DENTAL DRA. BEATRIZ SARRIÓN NAVARRO;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA FRANCIA  18 ESC. 3-2ª
2021;46;VALENCIA;109;CHESTE;8410;SERVICIOS SANITARIOS DEL CENTRO RESIDENCIAL SAVIA CHESTE;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;CALLE POLIGONO 34  145
2021;46;VALENCIA;500;ALAQUAS;8411;SERVICIOS SANITARIOS DEL CENTRO DE DÍA PARA PERSONAS MAYORES DE ALAQUAS;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;CALLE MAULETS DELS 11
2021;3 ;ALICANTE;650;ELCHE/ELX;8412;CLÍNICA ODONTOLÓGICA ESTHER SÁNCHEZ;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE CAMILO FLAMMARION  28
2021;3 ;ALICANTE;650;ELCHE/ELX;8415;OSTEOMED;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE ORIHUELA  6 LOC 2 - 1
2021;3 ;ALICANTE;650;ELCHE/ELX;8416;CLÍNICA DENTAL PUERTAS COLORADAS;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE EDUARDO FERRANDEZ GARCIA  2 BAJO
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;8418;SPAI - CENTRE DE FISIOTERÀPIA, RELAXACIÓ I ESTIMULACIÓ INFANTIL;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE SAN JOSE 18 BAJO
2021;12;CASTELLÓN;104;SEGORBE;8419;CLÍNICA DE FISIOTERAPIA LOURDES TORRES;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA NAVARRO REVERTER  34 1-5ª
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;8420;CLINICA DENTAL LEOBEDENT;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA PEREZ GALDOS  11 BAJO
2021;12;CASTELLÓN;135;VILA-REAL;8421;CONSULTA MÉDICO-PEDIÁTRICA SALVADOR LLOPICO;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE BAYARRI 11 1º
2021;12;CASTELLÓN;820;NULES;8422;CONSULTA MÉDICA CLINIDIET;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE FAUSTINO VALENTIN TORREJON 9 BAJO
2021;3 ;ALICANTE;660;ELDA;8423;CLÍNICA DENTAL DOCTORES PARDO;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA DOCTOR FLEMING 24
2021;3 ;ALICANTE;560;COCENTAINA;8424;CLÍNICA GINECOLÓGICA BEATRIZ VAÑÓ;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE AUSIAS MARCH  4 BAJO
2021;46;VALENCIA;250;VALÈNCIA;8425;INSTITUT VALENCIÀ DE RECUPERACIÓ ESPORTIVA,  S.L.;C.2.4;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;PLAZA BANDES DE MUSICA DE LA COMUNITAT VALENCIANA  5
2021;46;VALENCIA;250;VALÈNCIA;8426;ORTOPEDIA TÉCNICA ORTHOS-PODOLOGÍA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE POLO Y PEYROLON  6 BAJO
2021;46;VALENCIA;250;VALÈNCIA;8427;CLÍNICA PODOLÓGICA BENICALAP;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MAESTRO MIGUEL GALAN  5 BAJO
2021;46;VALENCIA;290;ALGEMESI;8428;VITALDENT;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE ARBRES (DELS)  27
2021;46;VALENCIA;250;VALÈNCIA;8429;SUAVITAS, S.L.;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE DOCTOR VICENTE ZARAGOZA  23 BAJO
2021;12;CASTELLÓN;135;VILA-REAL;8430;CENTRE DE FISIOTERAPIA CLAUDIO MONTEJO FERRER;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA MURA  10 1º
2021;12;CASTELLÓN;100;ATZENETA DEL MAESTRAT;8431;CENTRE PODOLOGIC APARICI;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA SANT ISIDRE (DE) 44
2021;3 ;ALICANTE;310;BENIDORM;8434;CENTRO CEPTECO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MARTE  1 4-OF.JOYMA
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;8437;CENTRE DE FISIOTERAPIA CUIDA'T;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE PEDRO ALIAGA  3 BAJO
2021;12;CASTELLÓN;900;ALMAZORA/ALMASSORA;8439;CLINICA PODOLÓGICA MARÍA JUAN MIRALLES;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE TRINIDAD 126
2021;46;VALENCIA;250;VALÈNCIA;8441;DORSIA CLÍNICAS DE ESTÉTICA/ORIGEN PSICOLOGÍA Y PSIQUIATRÍA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;GV MARQUES DEL TURIA 82
2021;12;CASTELLÓN;135;VILA-REAL;8443;CONSULTA DE OTORRINOLARINGOLOGÍA ROSANA ALMELA CORTES;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE JAUME ROIG  48 ENTLO
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;8444;CLÍNICA MÉDICO-ESTÉTICA PAULA GONZÁLEZ LÓPEZ;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;PLAZA SANTA CLARA 4 4º-B
2021;12;CASTELLÓN;124;VALL D'ALBA;8445;FISIOBÉLLES;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA VILAFRANCA  4 DCHA
2021;46;VALENCIA;250;VALÈNCIA;8446;CLÍNICAS BELONA;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE VICENTE BELTRAN GRIMAL (ESCULTOR) 23 ENTLO-2
2021;46;VALENCIA;202;POBLA DE VALLBONA (LA);8448;CEFIMED, CLÍNICA DE FISIOTERAPIA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE JOSE ANTONIO 3
2021;46;VALENCIA;213;REQUENA;8449;ODONTOLOGÍA REQUENA, S.L.;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA GENERAL PEREYRA  43
2021;46;VALENCIA;250;VALÈNCIA;8452;CENTRO DE DÍA GERISER PALACIO DE CONGRESOS;C.2.90;OTROS PROVEEDORES DE ATENCIÓN SANITARIA SIN INTERNAMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE CIPRÉS 13 BAJO
2021;46;VALENCIA;250;VALÈNCIA;9254;CLÍNICA SENSE;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;PLAZA DOCTOR LANDETE  2 BAJO
2021;3 ;ALICANTE;650;ELCHE/ELX;9255;SERVICIO DE ONCOLOGÍA RADIOTERÁPICA DE ERESA EN EL H.G.U. DE ELCHE;C.2.5.90;OTROS CENTROS ESPECIALIZADOS;20;PRIVADOS;PRI;PRIVADO;CALLE CAMI ALMAZARA  11
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;9256;CLÍNICA SORAVILLA;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;AVDA DOCTOR GADEA 24 1º G ESC. C
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;9257;REDACE MEDITERRÁNEO;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE MEDICO PASCUAL PEREZ 35 1º
2021;3 ;ALICANTE;150;ALMORADI;9258;CLÍNICA DENTAL ROYO;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA EL BAÑET ESQUINA RAMÓN Y CAJAL S/N
2021;3 ;ALICANTE;190;ASPE;9259;KINEASPE, S.L.L;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MEDICO ANTONIO PAVIA  11 LOCAL 1
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;9260;CENTRO DE PSICOLOGÍA JOSÉ BROTONS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE PINTOR CABRERA  8 2º B
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;9261;CLÍNICA SURAL;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE SANTA LEONOR 8 BAJO IZDA.
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;9263;SERVICIOS SANITARIOS DOMUSVI ALICANTE BABEL;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;AVDA ALCALDE LORENZO CARBONELL  56 58
2021;3 ;ALICANTE;900;ALCOY/ALCOI;9264;SERVICIOS SANITARIOS DOMUSVI ALCOY;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;CALLE NOFRE JORDA  21
2021;3 ;ALICANTE;104;PETRER;9265;OSTEOMEDIC;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE COMPARSA MOROS NUEVOS 4
2021;3 ;ALICANTE;660;ELDA;9266;CENTRO MÉDICO ELDA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;AVDA TILOS (LOS) 13
2021;3 ;ALICANTE;930;NOVELDA;9267;DOMÉNECH DENTAL;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE MARÍA AUXILIADORA 12 BAJO
2021;3 ;ALICANTE;104;PETRER;9268;CLÍNICA EL CAMPET;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE COMPARSA ESTUDIANTES 3
2021;3 ;ALICANTE;900;ALCOY/ALCOI;9269;CLÍNICA DENTAL JORDÁ;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE OLIVER 18
2021;46;VALENCIA;244;TORRENT;9271;LABORATORIO CHUST-LIZONDO, S.L.;C.2.5.6;CENTROS DE DIAGNÓSTICO;20;PRIVADOS;PRI;PRIVADO;AVDA AL VEDAT  24 4
2021;46;VALENCIA;250;VALÈNCIA;9273;UNIDAD MÓVIL FURGÓN BENIMAR, MATRÍCULA 8243 FVY DE LA FUNDACIÓN SALUD Y COMUNIDAD;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;22;ORGANIZACIONES NO GUBERNAMENTALES;PRI;PRIVADO;CALLE CAMPOS CRESPO  39
2021;12;CASTELLÓN;280;BENICASIM/BENICASSIM;9276;PUNTO PERIFÉRICO DE OBTENCIÓN DE MUESTRAS LABGIL-FARMA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE SANT TOMAS  18
2021;46;VALENCIA;116;ELIANA (L');9279;CENTRO DE FISIOTERAPIA EDUARDO MONSERRAT;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE GENERAL PASTOR  30
2021;46;VALENCIA;255;VILLALONGA;9280;CLÍNICA DE FISIOTERAPIA DAVID MARCOS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA ESTACION 2 BAJO
2021;12;CASTELLÓN;770;MONCOFA;9281;CONSULTORIO AUXILIAR DE TEMPORADA DE PLAYA DE MONCOFA;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE ALMIRALL CERVERA  38
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;9284;MATERNUM;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;AVDA ESTACION (LA) 5 L- 29
2021;46;VALENCIA;250;VALÈNCIA;9285;DRA. NACHA VÁZQUEZ;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE MIQUEL NAVARRO (ESCULTOR) 4 B
2021;46;VALENCIA;250;VALÈNCIA;9286;DEPILIMAGEN;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;AVDA REGNE DE VALENCIA  10 BAJO
2021;46;VALENCIA;250;VALÈNCIA;9288;CLÍNICA DENTAL FINESTRAT;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE FINESTRAT  12 BAJO-DCHA
2021;46;VALENCIA;770;BUÑOL;9289;ACTUAL DENTAL INSTITUTE;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA MUSICA (LA)  8 BAJO
2021;12;CASTELLÓN;300;ALBOCASSER;9293;SERVICIOS SANITARIOS DEL CENTRO PENITENCIARIO DE CASTELLÓN II (ALBOCÀSSER);C.1.90;OTROS CENTROS CON INTERNAMIENTO;3;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS DE DEPENDENCIA ESTATAL;PUB;PÚBLICO;CALLE ELS MASCARRELLS S/N
2021;12;CASTELLÓN;300;ALBOCASSER;9294;SERVICIOS SANITARIOS DEL CENTRO ESPECÍFICO DE ENFERMOS MENTALES CRÓNICOS;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE SAN PEDRO 1  -PARTIDA RAMBLETA
2021;46;VALENCIA;250;VALÈNCIA;9296;CENTRO DE AUDIOPROTESIS MAS VISIÓN ALMENAR;E.5;ESTABLECIMIENTOS DE AUDIOPRÓTESIS;20;PRIVADOS;PRI;PRIVADO;AVDA CAMPANAR  8 BAJO
2021;3 ;ALICANTE;900;ALCOY/ALCOI;9297;ÓPTICA ÓPTIMA ALCOY;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE PONT DE SANT ROC  2
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;9299;ALAIN AFFLELOU OPTICO ALICANTE MAISSONAVE;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE PORTUGAL 35 DCHA.
2021;46;VALENCIA;172;MONTSERRAT;9300;ÓPTICA AVINGUDA;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;AVDA JAUME I  25
2021;12;CASTELLÓN;138;VINAROS;9301;CRISTALL OPTICS;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE ARCIPRESTE BONO  7
2021;12;CASTELLÓN;129;VILLAFRANCA DEL CID/VILAFRANCA;9302;CENTRO DE SALUD DE VILLAFRANCA DEL CID;C.2.3.1;CENTROS DE SALUD;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE PORTELL  1
2021;12;CASTELLÓN;126;VALL D'UIXO (LA);9304;CLÍNICA DENTAL ESVADENT;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE OCTAVI TEN I ORENGA  29 BAJO IZDA
